,Unnamed: 0,id,text_review,aspect,polarity_aspect,category_aspect,all_aspects,all_categories
1341,1341,a2ImF.AfEKP9FsBUnSw.N8PKFRoK-3608843___rating_5.txt,Ar trebui o gama mai variată de produse la categoria întreținerii bicicletelor,Ar trebui o gama mai variată de produse la categoria întreținerii bicicletelor,-1.0,varietate,Ar trebui o gama mai variată de produse la categoria întreținerii bicicletelor; ,varietate; 
1342,1342,a2pYUqyWBUbUom1NKUxDLbDJyYaC-3829576___rating_4.txt,"Personal in necunostinta, ce am cautat n-am gasit...bentite de par (headband) subtiri",Personal in necunostinta,-1.0,personal,Personal in necunostinta; ce am cautat n-am gasit; ,personal; disponibilitate; 
1344,1344,a2XVGoebF9ULoR50TmILTRONaKG4-4400746___rating_1.txt,"Am vrut sa cumpar o bicicleta. am probat prim magazin 3 (cred) nu am gasit nici un angajat disponibil pentru acest produs...sau raion, cale de  15 minute si 50 metri. parca disparusera toti din magazin. am renuntat sa mai cumpar.",nu am gasit nici un angajat disponibil pentru acest produs,-1.0,personal,nu am gasit nici un angajat disponibil pentru acest produs; parca disparusera toti din magazin; ,personal; personal; 
1346,1346,a33M8iOFJSG73bALxOvmtmjA1LJ4-5626383___rating_5.txt,Aparator simplu care isi face treaba cat de cat (la viteze mici-medii) in conditii de meteo ploioase.,Aparator simplu,1.0,produs,Aparator simplu; isi face treaba cat de cat (la viteze mici-medii) in conditii de meteo ploioase; ,produs; produs; 
1348,1348,a3cMmvf45pGwBlJhqkNh0WjEfE5q-2088152___rating_5.txt,"Ultima vizita a fost ca toate celelalte - am venit, am intrebat, am gasit, am cumparat. Desi acum a fost mai din scurt, de obicei se baga fii-mea de opt ani pe fir si vine si ea sa """"testeze"""" produsele, gandindu-se ce sa mai ceara pentru multele ei zile de sarbatorit.",Ultima vizita a fost ca toate celelalte,0.0,experienta,Ultima vizita a fost ca toate celelalte; ,experienta; 
1349,1349,a3fcqfMwx0SI6o79eAqGRCSvfhgy-1742008___rating_4.txt,"a se amenaja loc special pt copii, pentru a se bucura de produsele dvs","a se amenaja loc special pt copii, pentru a se bucura de produsele dvs",-1.0,magazin,"a se amenaja loc special pt copii, pentru a se bucura de produsele dvs; ",magazin; 
1350,1350,a3mWxcF5LGPr7fDE4zpziwhnh32G-4222800___rating_5.txt,Ma asteptam la o gama mai varaiata de articole vestimentare pentru copii,Ma asteptam la o gama mai varaiata de articole vestimentare pentru copii,-1.0,varietate,Ma asteptam la o gama mai varaiata de articole vestimentare pentru copii; ,varietate; 
1351,1351,a3nVKuK3gU.dNmfQIeXk9GuekJfS-4308204___rating_3.txt,"Mi-am facut card la voi acum 1 an si de atunci mi se spune la fiecare vizita ca nu merge aparatul sa mi-l printeze. De fiecare data trebuie sa dau adresa de mail in gura mare la casa, ca sa mi-l ia in considerare. Mi se pare stupid si evident, neadevarat.",Mi-am facut card la voi acum 1 an si de atunci mi se spune la fiecare vizita ca nu merge aparatul sa mi-l printeze,-1.0,servicii,"Mi-am facut card la voi acum 1 an si de atunci mi se spune la fiecare vizita ca nu merge aparatul sa mi-l printeze; Mi se pare stupid si evident, neadevarat; ",servicii; experienta; 
1353,1353,a3pNU9tDbAnFnbaV2_fRWzZAgE18-2171550___rating_5.txt,Sunt foarte incantata de produsele achizitionate.Produse sunt de buna calitate; recomand cu incredere acest magazin.,Sunt foarte incantata de produsele achizitionate,1.0,produs,Sunt foarte incantata de produsele achizitionate; Produse sunt de buna calitate; recomand cu incredere acest magazin; ,produs; calitate; magazin; 
1356,1356,a3Pqw1279Z_hTYfNpIbqjdRDJP3e-2826938___rating_3.txt,Se poate reduce un pic pretul.. 70 de lei pentru remedierea talpii este un pic cam mult. Calitatea reparatii este fara repros totusi.,Se poate reduce un pic pretul.. 70 de lei pentru remedierea talpii este un pic cam mult,-1.0,pret,Se poate reduce un pic pretul.. 70 de lei pentru remedierea talpii este un pic cam mult; Calitatea reparatii este fara repros; ,pret; calitate; 
1358,1358,a3Xq0VC8MA0bABpUMUSZ.S8Zubr8-3207763___rating_5.txt,As dori sa existe o versiune de catalog online de oferte ale produselor pe care sa o primesc in format online!,As dori sa existe o versiune de catalog online de oferte ale produselor,-1.0,site,As dori sa existe o versiune de catalog online de oferte ale produselor; ,site; 
1359,1359,a40Z9aJgwvgAryuStgudQ.lRRv2e-2659573___rating_1.txt,"Scaunul nu arată rău, dar este executat prost. Cea mai mare problema o au cusăturilor, oriunde te uiți o sa vezi cusături desfăcute, inegale sau de proasta calitate. La spătar in partea de sus, un colț este cusut într-un fel iar celălat in alt fel. Perna culisează pe doua sine ca niște paie introduse in material, problema este ca unul este mai scurt in partea de jos si asta permite desfacerea pernei cu ușurintă, mai greu este sa o pui la loc. La fiabilitate nu are rost sa vorbim, sigur nu rezista 2 sezoane. Scaunul nu se rabateaza 180 de grade cum spunea cineva. Picioarele culisează cam greu dar nu știu dacă e lucru bun sau rău. Nu va recomand acest scaun, chiar dacă arată bine la prima vedere modul in care a fost executat lasă de dorit,păcat ca cineva nu verifica produsele înainte sa le vândă.",Scaunul nu arată rău,0.0,produs,"Scaunul nu arată rău; este executat prost; Cea mai mare problema o au cusăturilor; cusături desfăcute, inegale sau de proasta calitate; La fiabilitate nu are rost sa vorbim, sigur nu rezista 2 sezoane; arată bine la prima vedere; modul in care a fost executat lasă de dorit; ",produs; material; material; calitate; rezistenta; produs; material; 
1366,1366,a4b4rXcb8jHCTwU46QAc30YHVleK-1408317___rating_3.txt,Am ajuns bucuros cu ele acasa si le-am pus bine sa nu mi le ia copii cumva.Intr-o seara tarziu plec la o panda (vanat) si vreau sa le folosesc .....surpriza  erau nr 34 in loc de 43 ....... am zambit si le-am dat fetitei...,surpriza  erau nr 34 in loc de 43,-1.0,conformitate,surpriza  erau nr 34 in loc de 43; ,conformitate; 
1367,1367,a4cbcYjN22Ni6hjKW4LLgBwX2xwe-2726578___rating_5.txt,Foarte mulțumiți de calitatea produselor. Servire ireproșabila. Echipa formata din oameni serioși și bine educați. Mulțumesc!,Foarte mulțumiți de calitatea produselor,1.0,calitate,Foarte mulțumiți de calitatea produselor; Servire ireproșabila; Echipa formata din oameni serioși și bine educați; ,calitate; servicii; personal; 
1370,1370,a4Ed7RI6Hr.jy0MoLUXBbff8CjCi-1489498___rating_4.txt,"Impresia este buna, dar trebuie sa faceti ceva in sensul maximizarii profitului fara sa perturbati asistenta de specialitate a copiilor alora care vor sa te ajute, dar sunt fff putini...si fara sa umflati atat de mult preturile. Marfurile sunt din China, doar... Le luati la preturi foarte avantajoase, cu mult, mult mai mici si ni le vindeti aici ca marfuri de lux... Pai credeti ca este elegant ce faceti? In Franta nu este asa... Deh, suntem in Romania...O sa recomand magazinul pentru ca mi-a placut, dar trebuie sa faceti ceva, macar in lunile de cadouri...",Impresia este buna,1.0,experienta,Impresia este buna; trebuie sa faceti ceva in sensul maximizarii profitului fara sa perturbati asistenta de specialitate a copiilor alora care vor sa te ajute; sunt fff putini; fara sa umflati atat de mult preturile; ni le vindeti aici ca marfuri de lux; O sa recomand magazinul pentru ca mi-a placut; ,experienta; servicii; personal; pret; pret-calitate; magazin; 
1376,1376,a4fySezRCLP9awLTlJJGczpWsDUy-4213891___rating_4.txt,"Masca este superba, doar un singur defect, modul in care o pui este putin cam greu, sunt accidentat la mana dreapta si imi este destul de greu sa o fixez",Masca este superba,1.0,produs,Masca este superba; modul in care o pui este putin cam greu; ,produs; utilizare; 
1378,1378,a4h0L5FjEu8lbTORjeJByeEzd8My-1745787___rating_2.txt,"Aspect general de magazin gol, rece, marfa putina, rafturi goale. Ma asteptam ca fiind un magazin nou deschis sa exista varietate de marfa, oferte, personal mai prezent.","Aspect general de magazin gol, rece",-1.0,magazin,"Aspect general de magazin gol, rece; marfa putina; rafturi goale; Ma asteptam ca fiind un magazin nou deschis sa exista varietate de marfa, oferte, personal mai prezent; ",magazin; disponibilitate; disponibilitate; servicii; 
1382,1382,a4TeiBHhwpSBRZxXT0sNC3PxTnPO-4712455___rating_5.txt,"Am primit exact ce am comandat, la timp. Calitatea este buna, ca de obicei :) Imi place Decathlon!!! :)","Am primit exact ce am comandat, la timp",1.0,comanda,"Am primit exact ce am comandat, la timp; Calitatea este buna; ",comanda; calitate; 
1384,1384,a4w8mxchHn5AUiSh_x3yePdCy3oe-2409320___rating_2.txt,Dezordine. Rafturile goale pe partea de ciclism. Lipsa aproape totala de produse. Angajatii sunt in numar mic si nu isi cunosc produsele.,Dezordine. Rafturile goale,-1.0,organizare,Dezordine. Rafturile goale; Lipsa aproape totala de produse; Angajatii sunt in numar mic si nu isi cunosc produsele; ,organizare; disponibilitate; personal; 
1387,1387,a55aiinmMwlhVwcVeiMnRGBsAVLi-3310643___rating_3.txt,Decathlon cluj napoca net superior in privinta ofertei de produse.,Decathlon cluj napoca net superior in privinta ofertei de produse,1.0,varietate,Decathlon cluj napoca net superior in privinta ofertei de produse; ,varietate; 
1388,1388,a5h9GJLVxkETRLG4eiStbIngP7UG-5843063___rating_5.txt,"Este un adidas f confortabil, bun pt alergare consecventa dar si de purtat ocazional. Sunt multumita si de calitatea materialelor si de talpa, care amortizeaza bine socurile.",Este un adidas f confortabil,1.0,confort,"Este un adidas f confortabil; bun pt alergare consecventa dar si de purtat ocazional; Sunt multumita si de calitatea materialelor si de talpa, care amortizeaza bine socurile; ",confort; utilizare; calitate; 
1391,1391,a5joPhK1dzqQXwNXGbSImV.Tvh4W-4130693___rating_3.txt,Ma deranjeaza lipsa stocurilor sau a unor marimi de larg interes pentru unele produse.,Ma deranjeaza lipsa stocurilor sau a unor marimi de larg interes pentru unele produse,-1.0,disponibilitate,Ma deranjeaza lipsa stocurilor sau a unor marimi de larg interes pentru unele produse; ,disponibilitate; 
1392,1392,a5qwfdx4kMwnXAVkCNGMCLatDF4a-4344152___rating_2.txt,"Experienta cu service-ul din pallady este una marcanta. Nu colaboreaza cu clientul, refuza efectuarea lucrarii pe motiv ca nu au piesa in stoc desi ulterior apare cineva care confirma ca piesa este in stoc. Nu respecta termenul de executie si mai mult nu remediaza dar sustin ca au remediat invocand si argumente. Iar povestea poate continua. Service-ul din pallady este sub orice critica. Despre magazin si restul raioanelor numai de bine.",Experienta cu service-ul din pallady este una marcanta,-1.0,experienta,Experienta cu service-ul din pallady este una marcanta; Nu colaboreaza cu clientul; refuza efectuarea lucrarii pe motiv ca nu au piesa in stoc desi ulterior apare cineva care confirma ca piesa este in stoc; Nu respecta termenul de executie; nu remediaza dar sustin ca au remediat invocand si argumente; Service-ul din pallady este sub orice critica; Despre magazin si restul raioanelor numai de bine; ,experienta; suport; servicii; servicii; personal; servicii; magazin; 
1399,1399,a5wtriTm_dlfJBWMiag_B1a8lvzS-2964499___rating_3.txt,"Mizerie pe jos in special la intrare si in unele zone ale magazinului, cabine de proba putine, cozi interminabile la cabina, mizerie la cabina...",Mizerie pe jos,-1.0,organizare,Mizerie pe jos; cabine de proba putine; cozi interminabile la cabina; mizerie la cabina; ,organizare; servicii; atmosfera; organizare; 
1403,1403,a66fuXErojllvNB8.Eo8tCuqrpxK-4988521___rating_1.txt,a venit cu intarziere si ca nu mai sunt produse de camping,a venit cu intarziere,-1.0,livrare,a venit cu intarziere; nu mai sunt produse de camping; ,livrare; disponibilitate; 
1405,1405,a6CsHrGxL4vSpKC1cMferq3b7VxC-5074250___rating_2.txt,"2 sapt termen de livrare, si nici termenul acesta nu se respecta...","2 sapt termen de livrare, si nici termenul acesta nu se respecta",-1.0,livrare,"2 sapt termen de livrare, si nici termenul acesta nu se respecta; ",livrare; 
1406,1406,a6DPoxt2uskykIpuj5Wmqa7W5PxG-3194653___rating_1.txt,"La casa mi-a fost trecut pe bon un produs de 70 de lei pe care eu nu il cumparasem si un alt produs in loc de 3 buc am platit 4 :( , cei 70 lei i-am recuperat deoarece am descoperit la timp eroarea facuta de casier dar tot am plecat acasa cu un produs platit dar lipsa din plasa ....",La casa mi-a fost trecut pe bon un produs de 70 de lei pe care eu nu il cumparasem si un alt produs in loc de 3 buc am platit 4,-1.0,experienta,La casa mi-a fost trecut pe bon un produs de 70 de lei pe care eu nu il cumparasem si un alt produs in loc de 3 buc am platit 4; am descoperit la timp eroarea facuta de casier dar tot am plecat acasa cu un produs platit dar lipsa din plasa; ,experienta; servicii; 
1408,1408,a6gJstQwnDTfbeExs1fWoyhPmZX0-4749463___rating_3.txt,"Mai multa organizare, ordine la raft ( sunt produse puse de cumparatori aiurea si apar cu alte preturi le vezi dupa ce achiti la casa ).Ordinea in magazin , nu stii unde sa cauti un pantalon de trening sunt puse ba pe stanga , si gasesti si pe dreapta .Bine ca bicicletele si rachetele de tenis sau cele de vanatoare stau la locul lor .Pe raioane nu aveti nici un fel de personal sa te indrume , trebuie sa mergi in zona caselor . Pacat de magazin dar la preturile pe care le aveti angajati si mai mult personal.","Mai multa organizare, ordine la raft",-1.0,organizare,"Mai multa organizare, ordine la raft; Pe raioane nu aveti nici un fel de personal sa te indrume , trebuie sa mergi in zona caselor; Pacat de magazin dar la preturile pe care le aveti angajati si mai mult personal; ",organizare; personal; servicii; 
1411,1411,a6IOLPkCpo.YIksJb7OUuZc5KsjS-2118556___rating_5.txt,"as recomanda ca cecul de 25 de lei la anumite cumparaturi sa se reporteze la urmatoarele, putand ajunge la mai mult","as recomanda ca cecul de 25 de lei la anumite cumparaturi sa se reporteze la urmatoarele, putand ajunge la mai mult",-1.0,servicii,"as recomanda ca cecul de 25 de lei la anumite cumparaturi sa se reporteze la urmatoarele, putand ajunge la mai mult; ",servicii; 
1412,1412,a6uFlrVa.O5YV7I8.UCakQVf67xa-3212415___rating_2.txt,Am facut cumparaturi de 3000 de lei ultima oara si de la casa de marcat mi s-a spus ca voi primi un voucher de 750 lei pt a-l folosi data viitoare. Asta se intampla sapt trecuta si nici pana in ziua de azi nu am primit acel voucher pe mail...,Asta se intampla sapt trecuta si nici pana in ziua de azi nu am primit acel voucher pe mail,-1.0,experienta,Asta se intampla sapt trecuta si nici pana in ziua de azi nu am primit acel voucher pe mail; ,experienta; 
1413,1413,a6wtD.LYCeE.IYuqb5xwL7V94zoS-3733564___rating_5.txt,"produsele cunoscute, livrarea conform specificațiilor. Singura nemultumire este costul ridicat al curierului. In timp de alte magazine online livrează cu un cost de 4,5 lei, costul de aproape 20 lei este cam ridicat.",produsele cunoscute,1.0,produs,produsele cunoscute; livrarea conform specificațiilor; Singura nemultumire este costul ridicat al curierului; costul de aproape 20 lei este cam ridicat; ,produs; livrare; livrare; livrare; 
1417,1417,a6x8kfcFqqtxON2LLfVMyDdYPimy-3635336___rating_3.txt,"Anumite produse sunt insuficinte ptentru anumite categorii de varsta/ marimi, iar comandarea lor din alte magazine Decathon nu este intotdeauna posibila",Anumite produse sunt insuficinte ptentru anumite categorii de varsta/ marimi,-1.0,disponibilitate,Anumite produse sunt insuficinte ptentru anumite categorii de varsta/ marimi; comandarea lor din alte magazine Decathon nu este intotdeauna posibila; ,disponibilitate; livrare; 
1419,1419,a6ZQTzHE2c1Srh5FT5.9QOqSyMWy-4930632___rating_3.txt,stramte tare ! abia le tragi pe picioare !...in rest merge .,stramte tare,-1.0,dimensiuni,stramte tare; abia le tragi pe picioare; ,dimensiuni; produs; 
1421,1421,a7.aS2h.f78BLBHbWzgrMcF7NmK0-2585142___rating_5.txt,As dori o varietate mai mare de produse  in magazinul dvs.,As dori o varietate mai mare de produse,-1.0,varietate,As dori o varietate mai mare de produse; ,varietate; 
1422,1422,a7.qO4XOjaoiLlkxYu5DX4_K81xK-1664127___rating_5.txt,"Va mulțumesc pentru reparația bicicletei, si de atenția deosebita avuta de personalul întâlnit la secția de montaj si reparați biciclete.",Va mulțumesc pentru reparația bicicletei,1.0,servicii,Va mulțumesc pentru reparația bicicletei; atenția deosebita avuta de personalul întâlnit la secția de montaj si reparați biciclete; ,servicii; personal; 
1424,1424,a7lm_Xu4SJdWyJfrjkadjSfUfnSm-4755442___rating_5.txt,"cum sa ma simt ? m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului. aveti o echipa f misto, tanara si entuziasta, plina de energie.bafta si inspiratie !","m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului",1.0,experienta,"m-am simtit intens, mai ales ca am avut onoarea sa fotografiez deschiderea evenimentului; aveti o echipa f misto, tanara si entuziasta, plina de energie; ",experienta; personal; 
1426,1426,a7ONJvBp3COCUUXnP3msfpo8SB3C-1297477___rating_5.txt,Ar fi minunat daca materialul din care este confectionata coarda ar avea o greutate un pic mai mare,Ar fi minunat daca materialul din care este confectionata coarda ar avea o greutate un pic mai mare,-1.0,calitate,Ar fi minunat daca materialul din care este confectionata coarda ar avea o greutate un pic mai mare; ,calitate; 
1427,1427,a85LK8sA0sLrYxG2Rh3DgvmxBNz4-3538467___rating_3.txt,"1. Mi s-a explicat că politica magazinului este de a nu ține produse intr-o magazie proprie apropiata, motiv pt care pentru  pantaloni usori simpli sau respirabili nu am găsit la raft măsurile xl, 2xl, 3xl, deși am căutat cu insistență.2. La aspecte+-, sunt maxim 50 caractere..., nu am avut loc sa scriu clar complet mesajul3. Deoarece în general la cabinele de proba este coada, propun sa de monteze oglinzi pe stâlpii clădirii, și astfel unele produse -trening, geci, chiar și pantaloni daca ai un short ...- pot fi incercate rapid.","pantaloni usori simpli sau respirabili nu am găsit la raft măsurile xl, 2xl, 3xl",-1.0,disponibilitate,"pantaloni usori simpli sau respirabili nu am găsit la raft măsurile xl, 2xl, 3xl; nu am avut loc sa scriu clar complet mesajul; în general la cabinele de proba este coada; ",disponibilitate; site; atmosfera; 
1430,1430,a86CHe2cfcfdeCP3n.V77EDw8ulS-1046213___rating_4.txt,"Pentru începători sunt numai bune, dar nu numai. Două din ele sunt cu bulinele exterioare și două  cu bulinele in interior, acoperite. Eu sunt mulțumit de el. Ca și aspect negativ mă gândesc că nu sunt așa de durabile ca altele, și că sunt mai ușor deteriorabile!  Avantajul pachetului este că e potrivit pentru un joc de tenis la dublu, în echipă, și în această idee prețul este ok!","Pentru începători sunt numai bune, dar nu numai",1.0,produs,"Pentru începători sunt numai bune, dar nu numai; Eu sunt mulțumit de el; Ca și aspect negativ mă gândesc că nu sunt așa de durabile ca altele; sunt mai ușor deteriorabile; Avantajul pachetului este că e potrivit pentru un joc de tenis la dublu; prețul este ok; ",produs; produs; rezistenta; rezistenta; utilizare; pret; 
1436,1436,a8R.QBZUm3Y05AXCH1bdiyleaEla-4284598___rating_2.txt,"Adidasii sunt foarte comozi si un design modern si frumos , dar talpa adidasului mai are cateva minusuri deoarece materialul portocaliu de pe talpa se dezlipeste .",Adidasii sunt foarte comozi,1.0,confort,Adidasii sunt foarte comozi; un design modern si frumos; materialul portocaliu de pe talpa se dezlipeste; ,confort; produs; rezistenta; 
1439,1439,a8xBkRgKXiaRPhi1a3ltIMKQrmLi-4355374___rating_3.txt,"de ce sunt rafturile goale?intrebati de anumite marimi la articole, angajatii raspund amabil """"doar ce e in raft:""""nu mai e la fel...",de ce sunt rafturile goale,-1.0,disponibilitate,"de ce sunt rafturile goale; angajatii raspund amabil """"doar ce e in raft:""""; ",disponibilitate; personal; 
1441,1441,a8xt.TFGCVyGzvgYs7Co7XC4QyZG-4417478___rating_5.txt,"Am primit ajutor si sfaturi in legatura cu produsele pe care le cautam, in special in sectorul pentru biciclete. Excelenta experienta!",Am primit ajutor si sfaturi in legatura cu produsele pe care le cautam,1.0,personal,Am primit ajutor si sfaturi in legatura cu produsele pe care le cautam; ,personal; 
1442,1442,a92uBe23MElhWYIP8io9K5Tv781C-2407930___rating_2.txt,"O sa fiu scurt:1. In magazin nu gasesti stoc pe produse2. Daca comanzi in magazin nu te suna nimeni cand stocul difera de 03. Daca comanzi online situatie e la fel4. Cea mai deranjanta e probatul produselor: biciclete, trotinete si altele. Inteleg nevoia de probat perfect dar in spatiu restrans altfel multi se plimba peste tot, inclusiv pe alti clientu.",In magazin nu gasesti stoc pe produse,-1.0,disponibilitate,In magazin nu gasesti stoc pe produse; Daca comanzi in magazin nu te suna nimeni cand stocul difera; Daca comanzi online situatie e la fel; Cea mai deranjanta e probatul produselor; ,disponibilitate; servicii; site; experienta; 
1446,1446,a9CHGiSu0IuUrDeDPtCrTqFDDlZ8-5500695___rating_5.txt,"AM COMANDAT O BICICLETA PENTRU FETE  SI O PERECHE DE ROTI AJUTATOARE, AM FOST SUNATA A DOUA ZI SI AM RIDICAT PRODUSELE DIN MAGAZIN .AM FOST MULTUMITA DE PROMPTITUDINEA CU CARE AU RASPUNS SOLICITARII SI DE AMABILITATEA PERSONALULUI.RECOMAND CU INCREDERE!",AM FOST MULTUMITA DE PROMPTITUDINEA CU CARE AU RASPUNS SOLICITARII SI DE AMABILITATEA PERSONALULUI,1.0,servicii,AM FOST MULTUMITA DE PROMPTITUDINEA CU CARE AU RASPUNS SOLICITARII SI DE AMABILITATEA PERSONALULUI; RECOMAND CU INCREDERE; ,servicii; magazin; 
1448,1448,a9etaQldZVV7THNRKBqxmB7kT.Ie-3398347___rating_3.txt,"Introduceti un aparat pentru scanarea produselor, nu se gaseau preturile la produse iar personalul nu avea timpul necesar sa imi dea informatiile referitoare la toate produsele care nu aveau pret.",nu se gaseau preturile la produse,-1.0,aranjare,nu se gaseau preturile la produse; personalul nu avea timpul necesar sa imi dea informatiile; ,aranjare; personal; 
1450,1450,a9KfGw8w.4DIVhVYpP52l1HYOxe8-3992961___rating_2.txt,O mai buna organizare si multe modificari in fisa postului atat pentru angajati cat si pentru administratori .,O mai buna organizare,-1.0,organizare,O mai buna organizare; multe modificari in fisa postului; ,organizare; personal; 
1452,1452,a9KQkjpMAb2Oar2Me.hxUwim9iXK-1305531___rating_4.txt,"Gama destul de variata la îmbrăcăminte, însă secțiunea adidașilor de alergare m-a dezamăgit..f urâți și numai numere mici.. Doar 2 perechi 42 am găsit :)",Gama destul de variata la îmbrăcăminte,1.0,varietate,Gama destul de variata la îmbrăcăminte; secțiunea adidașilor de alergare m-a dezamăgit; f urâți; numai numere mici; Doar 2 perechi 42 am găsit; ,varietate; produs; produs; marimi; disponibilitate; 
1457,1457,a9R.XJbiF.8zngv.NwFxggwuShAG-4186500___rating_2.txt,As dori sa vad mai multe produse si o zona mai mare pentru testare.,As dori sa vad mai multe produse,-1.0,varietate,As dori sa vad mai multe produse; o zona mai mare pentru testare; ,varietate; magazin; 
1459,1459,a9Y5v5PVSmoLpw47fUrI1nQxM8LS-4235938___rating_3.txt,"Produsele erau imprastiate prin magazin. Stateau cu teama sa nu ma loveasca cineva fie cu trotineta, fie cu bicicleta sau waveboardul. Era haos. Mergeau cu viteza si peste tot",Produsele erau imprastiate prin magazin,-1.0,organizare,"Produsele erau imprastiate prin magazin; Stateau cu teama sa nu ma loveasca cineva fie cu trotineta, fie cu bicicleta sau waveboardul; Era haos; Mergeau cu viteza si peste tot; ",organizare; atmosfera; organizare; experienta; 
1463,1463,a9_ugveneiqOwqQf8mhFRKbVWrd4-3940443___rating_3.txt,produse mai diversemai multe articole la raionul vanatoarereducerile sa fie anuntate din timp si pe email,produse mai diverse,-1.0,diversitate,produse mai diverse; mai multe articole la raionul vanatoare; reducerile sa fie anuntate din timp si pe email; ,diversitate; disponibilitate; organizare; 
1466,1466,aA7UpQTM.2Dc73_bqRNwHn9Ta_90-4225547___rating_3.txt,"Am cerut in Pitesti sa mo se rezerve in Iuliu Maniu produsul ce ei nu il aveau, insa in I.Maniu nimeni nu stia nimic, noroc ca am gasit 1 buc la raft!!! Servicii dezamăgitoare!","Am cerut in Pitesti sa mo se rezerve in Iuliu Maniu produsul ce ei nu il aveau, insa in I.Maniu nimeni nu stia nimic, noroc ca am gasit 1 buc la raft",-1.0,experienta,"Am cerut in Pitesti sa mo se rezerve in Iuliu Maniu produsul ce ei nu il aveau, insa in I.Maniu nimeni nu stia nimic, noroc ca am gasit 1 buc la raft; Servicii dezamăgitoare; ",experienta; servicii; 
1468,1468,aAb8ofCEyfdydERWdV.9yigMilDK-4364448___rating_5.txt,"O lanseta f. buna, lanseaza f. bine pe distante medii . Pentru distante mai lungi trebuie sa flolosesti tehnica lansarii cit mai corect si o forta corespunzatoare si vei avea cu  siguranta lansari de top. Eu am reusit.",O lanseta f. buna,1.0,produs,O lanseta f. buna; lanseaza f. bine pe distante medii; ,produs; utilizare; 
1470,1470,aaCT1Rf4t1yCjJ851.NKxGrKaJlS-5220954___rating_5.txt,Am fost multumit in primul rand de timpul scurt in care a fost rezolvată problema,Am fost multumit in primul rand de timpul scurt in care a fost rezolvată problema,1.0,experienta,Am fost multumit in primul rand de timpul scurt in care a fost rezolvată problema; ,experienta; 
1471,1471,aAIEG8I5TAZVB1sU68iHQuY8L8nG-4897353___rating_4.txt,Daca s ar mai imbunatati timpul de pregatire a comenzilor si de expediere ar fi o experienta excelenta !,Daca s ar mai imbunatati timpul de pregatire a comenzilor si de expediere ar fi o experienta excelenta,-1.0,livrare,Daca s ar mai imbunatati timpul de pregatire a comenzilor si de expediere ar fi o experienta excelenta; ,livrare; 
1472,1472,aaj2lSH1nOuSlu9KIw2nABlpSK6G-2725158___rating_4.txt,"La magazinul din Timisoara casele au fost mutate, dar din punctul meu de vedere noua lor pozitionare nu e mai buna. Daca se strang mai multe persoane se creeaza cozi haotice.De asemenea as prefera sa existe posibilitatea platilor cu cardul la toate casele.",noua lor pozitionare nu e mai buna,-1.0,magazin,noua lor pozitionare nu e mai buna; se creeaza cozi haotice; as prefera sa existe posibilitatea platilor cu cardul la toate casele; ,magazin; atmosfera; servicii; 
1475,1475,aaM2b9y0tbB_UzEFRUGX4IuOjoe8-2147287___rating_4.txt,"Recomand, cel putin pe timp de vara, amenajarea unui loc de joaca/sport (cort) in afara magazinului pentru probarea bicicletelor, trotinetelor, skater-uri, etc. pentru a nu mai fi nevoit sa te feresti.Personalul nu stie daca mai sunt produse in afara de cele de la raft.","Recomand, cel putin pe timp de vara, amenajarea unui loc de joaca/sport (cort) in afara magazinului pentru probarea bicicletelor, trotinetelor, skater-uri, etc",-1.0,magazin,"Recomand, cel putin pe timp de vara, amenajarea unui loc de joaca/sport (cort) in afara magazinului pentru probarea bicicletelor, trotinetelor, skater-uri, etc; Personalul nu stie daca mai sunt produse in afara de cele de la raft; ",magazin; personal; 
1477,1477,aaN6rNl_zAdGD_279W0ZVJbhozhG-4127105___rating_3.txt,"Foarte puțină marfă pe rafturi !!! La multe produse gasesti doar preturile la raft....produsul, nu!!!!",Foarte puțină marfă pe rafturi,-1.0,disponibilitate,"Foarte puțină marfă pe rafturi; La multe produse gasesti doar preturile la raft....produsul, nu; ",disponibilitate; disponibilitate; 
1479,1479,aao0IYqD70YnzeYcMfAB7v10Rooa-2723247___rating_4.txt,Magazinul are o oferta larga de produse  la preturi bune.,Magazinul are o oferta larga de produse  la preturi bune,1.0,pret-calitate,Magazinul are o oferta larga de produse  la preturi bune; ,pret-calitate; 
1480,1480,aaoveJUf.CN0cVKIW1zoMbXD.8yK-5110788___rating_3.txt,"Ar fi bine sa sincronizati preturile de la raft cu casa de marcat. Nu e normal sa băgați mana în buzunar. Nu știu cum se întâmplă ca la raft preturile sunt mai mici, iar la casa mai mari... Si nu invers. Nu cred ca e greșeală asta.",sa sincronizati preturile de la raft cu casa de marcat,-1.0,organizare,"sa sincronizati preturile de la raft cu casa de marcat; la raft preturile sunt mai mici, iar la casa mai mari.; ",organizare; conformitate; 
1482,1482,aaVwUckoZUW.AyLpzCQ4.NvdppJS-2177250___rating_1.txt,"Din pacate setul nu este functional, chiar daca pretul nu este unul mic.Apa intra nestingherita in ochelarii-masca, vizibilitatea sub apa devenind 0. Nu recomand.",setul nu este functional,-1.0,utilizare,setul nu este functional; pretul nu este unul mic; ,utilizare; pret; 
